proto,port_src,port_dst,pkt_size,label
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,559,2888,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,633,3007,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,996,3076,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,482,1
17,634,3179,266,1
17,634,3179,482,1
17,634,3179,266,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,482,1
17,634,3270,338,1
17,634,3270,482,1
17,634,3270,338,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,964,3620,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,857,3622,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,548,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,634,3713,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,911,4001,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,482,1
17,634,4165,194,1
17,634,4165,482,1
17,634,4165,194,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
17,543,4184,482,1
